Not sure why some people got a bad perfume. I got 2 great bottles. I sprayed the Modern Muse sample I was given at the major department store on one wrist and the Amazon Modern Muse on the other wrist and they smell the same. 4 hours later and the bottle sprayed wrist (the Amazon one) is still going strong compared to the sample I was given at the major department store. Maybe I was lucky to get the real deal perfume bottles through Amazon. I bought 2 bottles through Amazon for the price of one at a department store. One bottle is to gift to my Mother In Law and the other bottle is for me to keep. I give it 5 stars all the way with this purchase.,5.0
The smell doesnt persist. Its gone after 3 hours.,3.0
This is a delightful Estee Lauder fragrance.  I received it as an anniversary gift and am delighted.,5.0
"Not much to say. Trhisnis my favorite perfume to date, so I had to buy some for my lady!",5.0
"So amazing, it replaced my Perry Ellis 360° that I've been wearing for fifteen years. I love it so much!",5.0
Omg super cute and smells sooooo good love love,5.0
"I’ve been wearing Modern Muse exclusively for about the last 2-3 years and I absolutely love this scent! I often get compliments on it!  I don’t even bother with my other perfumes anymore, this is the one for me 😊😍!",5.0
I'm a huge fan of this product. I have been using this for over a year now. Use it everyday.,5.0
This is my favorite smell and I like the fact that I got it cheaper here than in macys!,5.0
"I love this perfume, it smells so good,  I think I will buy it again. :)",5.0
"Things are good, I'm very good, I'm satisfied, I'll buy again next time",5.0
"I was very pleasantly surprised with how good the perfume was . I was a little leary of buying it, was very pleasantly surprised.",5.0
"Perfume is the best on the market, have used it for years.",5.0
"Love it! It has a strong scent, meaning you only have to use a little. Unlike my other perfume I have to use 4 spays. This is great!",5.0
One of the wife's favorites.  Great price.,5.0
"The smell doesnt stay on for as long as I would like, still pretty good",4.0
"Lovely product, excellent quality, great price.",5.0
Beautiful scent love it,5.0
LOVE THIS SCENT!,5.0
This is my everyday perfume and I get tons of compliments. I love the white flower notes.The fragrance is in line with Sarah Jessica Parker LOVELY and Guerlain CHAMPS-ÉLYSÉES.,5.0
Great price and my mother loves it,5.0
Love this parfum,5.0
"Just received the perfume today, beautiful packaging and size.  The smell is a bit too floral for me but otherwise no complaints.Great price point as well.",5.0
This is my favorite I don't wear any  thing else,5.0
This is my favorite perfume. I bought one for my daughter and one for myself for Christmas. Highly recommend!!!,5.0
Real Estee Lauder Eau de Parfum! Love the scent.,5.0
A great price for my favorite perfume,5.0
I loved this. I bought this for myself.,5.0
"Truly lovely scent . Received a sample from popular high end cosmetic chain and feel in love.  Generally, womens' parfum does not last long on my skin but Modern Muse does last. Great price on Amazon.",5.0
Great!!!This is my all time favorite perfume. The price is alot cheaper in amazon than regular price. Same quality and quantity as others. Then why to get it from outside if you are getting it alot cheaper in Amazon... Will buy again and again!!!,5.0
Great fragrance fresh and earthy ! Get. Compliments every time I wear it!!!!,5.0
10 plus,5.0
Love it,5.0
"She likes the stuff, so I like the stuff",5.0
One of my favorite parfumes and at this price you cant beat it,5.0
Great price on this big bottle of perfume.,5.0
Love it‼️,5.0
Love it! Huge bottle for a great price,5.0
Great!,5.0
"I absolutely love this perfume!! It's just exceptional in every way! The scent is feminine, fresh & alluring, the staying power is perfect, the bottle is cute, not too mention all of the compliments I receive while wearing it!!! You'll smell so lovely....",5.0
Wife loves.,5.0
"Great price, shipped fast",5.0
Ok,5.0
I love this perfume.  I think it is my favorite perfume and I have tons of bottles of different perfumes because I love perfume.  Modern Muse smells the best out of all of my perfumes.  I even got a compliment one day when I was wearing the Modern Muse.  I would highly recommend it.,5.0
"My favorite fragrance ever!!!When people hug me, they often comment on how good I smell!",5.0
"My wife loves this perfume,, and I must day I like the way it smells her. For the price you can't beat this perfume !!!",5.0
"Wife loved the product, great gift, good scent, we’ll packed.",5.0
I love this fragrance,5.0
My wife said the scent was off just a little.,3.0
I love this perfume. Just right for an older woman but not set like for a little girl.,5.0
My wife heard about this fragrance from a lady she was talking with and the price of the perfume elsewhere was outrageously expensive. Amazon had the best price anywhere and she got what she wanted. She's very happy now.,5.0
"Awesome buy! You get so much for your money, it's a huge container. I would recommend going to macy's and smelling it first to make sure you like it. I already knew this smelled great from a sample so I purchased it online",5.0
"A gift for our daughter, she loves it! Her patients compliment the scent as not too strong & it stays with her all day! She's pleased!",5.0
I bought it as a gift for my wife and she's just loving this perfume.  She is always so excited about Estee Lauder products and this one was no different. I am also in love with the smell myself.,5.0
"Bought this for my wife.  She likes it and was very surprised to receive such a large bottle.  Smells nice, my wife is happy, what could be better!!!  : )",5.0
My favorite. I love it. I have had lots of women ask what it is and where to get it.,5.0
Have ordered this thru Amazon in the past... Great product and even better price.i would recommend to anyone thinking of getting this product.,5.0
fast shipping wonderful price!,5.0
Ordered this for my wife. She loves it and I got it for less than I would have paid at the mall so I'm happy.,5.0
super parfume.I love it,5.0
My sister loved this for her BIRTHDAY.Very pleased,5.0
Love how it smell and how long it stays on my skin don't have to reply,5.0
My absolute favorite scent!,5.0
"Was d, box was damaged. Wondered where it came from??",2.0
"I love perfumes and this one is extra special.  I love the scent and use it MOSTLY for special occasions.  Once in a while, when I am in my sweats, I spoil myself by spraying it all over me.  It's an awesome  experience.",5.0
love them!,5.0
Nice birthday for my lady! Well packaged and delivered. She enjoyed it very much.  Excellent! Thank you!!,5.0
I love this perfume! Exactly what I wanted. Very soft smell that's not overwhelming. Very chic perfume and great for everyday wear.,5.0
"I love estee lauder products namely ""Modern Muse"", I shall continue to wear it, because people always ask what fragrance do I have on. "" you smell great""!",5.0
perfect no problems,5.0
Awesome price as compared to the department stores. I love the smell of this perfume.,5.0
Smells glorious!,5.0
Y no estoy segura si es un perfume original,3.0
Love it... And great deal!,5.0
Love the scent. Very versatile. Lots of complements.,5.0
Love this and great price compared to the store pricing.,5.0
"Beautiful scent that seems classic yet modern - not too floral, not too dark, just right :)",5.0
"Fantastic fragnance, lasts whole day",5.0
Nice but fades quickly,2.0
Bought this as a gift for my fiance. She absolutely loved the scent. It is a very clean fresh fragrance. Would definitely buy again when she runs out.,5.0
It's a lot more floral scent that I remember it being.  More of a spring time fragrance. I think I still prefer Sensuous.,3.0
Perfect! I was worrying it could be fake for the price. But no. Youre getting the real deal here. Go for it.Thank you! :-),5.0
Love the perfume and was able to get it at a significantly lower price than in department stores.,5.0
My mother loves this gave to her for Christmas,5.0
Bien,5.0
Love this perfume it's my favorite. Fast shipping,5.0
Very good perfume,5.0
Kept my wife happy with her favorite perfume,5.0
The price was better than department store,5.0
Love this scent! Apparently so do many of my male and female clients do as well. I'm a Cosmetologist and have close contact and I delight in the compliments. This Modern Muse is a gentle scent and may be worn by young as their first lady scent or for us mature ladies. I wear it day and night. Try it you may be surprised by the attention!,5.0
love this and kicking myself for paying sooo much more at the department stores,5.0
Love the scent....... Love the price even more!!!!!!!,5.0
Love this perfume. bought two because my daughter keeps using my perfume. now she has her own.,5.0
"this fragrance is beautifiul - I work in retail and everyone asks about it...subtle, yet enticing...",5.0
"Wife's favorite, I like it too !!",5.0
A gift and she loved it. Light lingering scent. Shopped around and Amazon had the best price. Thanks Amazon.,5.0
Very sophisticated and timeless but not overbearing. I absolutely recommend this fragrance!,5.0
I really like it,5.0
Love this parfum and love the price I get on Amazon!!,5.0
"Love the smell, huge bottle for a great price!",5.0
"I first bought samples, and loved it-so I bought The big size-Love, Love Love it !!!",5.0
"This has got to be one of my favorite perfumes. I get compliments on it daily, extremely pleased with the price. It's like you get an extra 8oz for free compared to department store prices.",5.0
Smells great. I get a lot of compliments,5.0
"This was really good, bottle is really appealing . a great addition to my perfume collection",5.0
"This product smells great, makes a fantastic gift and is competitively priced. Will purchase again.",5.0
So many compliments from both men and women when I wear this scent. Soft and so very sexy!,5.0
Love this> and the shipping was superb,5.0
Very light and floral. Stayed on for 4 to 5 hours when i am not moving a lot,5.0
Love this scent. Very feminine. Similar to Lancome 'Miracle So Magic' that is no longer on the market!,5.0
So delicious. I live it.,5.0
This was a gift to my sister. I was worried about getting it on Amazon but it saved me $35!!,5.0
Great service.  The product was exactly what I wanted.,5.0
Its original - that was essential for me.,5.0
daughter loved it!,5.0
"This smells amazing, it's unique and beautiful",5.0
Great product!,5.0
WIFE JUST LOVES THIS PARFUM,5.0
LOVELY SCENT,5.0
One of our favorite fragrances.,5.0
I can't smell it on me but I assume others can.,5.0
Excellent it meets all expectations bought for a gift .,5.0
Love this perfume,5.0
Good,5.0
Gift,5.0
Great price and was delivered promptly.,5.0
I love this perfume,5.0
Love..Love..Love this perfume!!! I get so many compliments on this perfume!!,5.0
Totally lovely fragrance!  Thank you so much.,5.0
"Smells beautiful, light fragrance. Not overwhelming.  It's perfect!",5.0
i usually love estee lauder perfumea but this fell short its not long lasting,3.0
Awakens my raw instinct everytime my loved one has it on her.,5.0
It smells really good. It's very refreshing.,5.0
One of the nicest perfumes I have tried lately.  The fragrance is soft and very lasting.,5.0
Got a sample in a magazine and had to have it.  Have not felt this way about a fragrance since I was a teenager!  Lots of compliments especially from my husband!,5.0
Love it!! Brought my second one.,5.0
"Delivered on time, no damages and lovely scent for my wife.  Satisfied",5.0
Love it and great price.,5.0
"This has a very pretty and delicate smell but after a while it begins to get that ""old lady"" smell.",3.0
great,5.0
its smell funny didn't smell like the way suppoded too,3.0
Fast and great deal !! 👍👍,5.0
Perfume to be given as a gift.  Perfect!,5.0
Love this perfume...not overly musky and not floral either,5.0
Love this!! I receive compliments everuday I wear it. Definitely a great purchase.,5.0
We bought it for our daughter and she loves it,3.0
Very pleased!,5.0
"Wife always considered this brand as ""old lady perfume"". Not any more! She gets compliments everywhere she goes.",5.0
"This perfume smells so good everyone talks about the good smell when I wear it. I love it, the price is a little higher on Amazon compared to you buying in the department store because the department store have gift sets and you get the lotion too for 15 dollars less. But I still love Modern Muse it's one of my favorite go to perfume.",5.0
I Love the smell and the price.,5.0
I fell in love with this perfume,5.0
"I smelled this in a magazine and really liked the powdery, subtle scent.  Great price at Amazon and was shipped really fast.",5.0
"Need I say more than, ""I love it?""",5.0
"Like it, smells a little different then the test strip.",4.0
"Very nice, Everybody loves the smell.",5.0
I love this perfume. My husband gave to me last Christmas and everybody around me ask me what perfume I'm wearing. Is light and feminine.,5.0
"Smells wonderful, Will buy More!!!!Soft and feminine with wonderful notes.",5.0
GREAT ITEM SAVED ME ALOT OF MONEY .......,5.0
Great birthdhay gift.,5.0
this is the real deal not a knock off.  fabulous price and smells grea,5.0
excellent product,5.0
Smells delicious!,5.0
"A nice change from Estee Lauder Intuition, but will probably go back to Intuition",4.0
love it,5.0
I love this perfume and this is my second time purchasing it. I don't think it lasts very long though.,4.0
I love the smell although it doesn't stay on me personally as long as other perfumes. It has a clean fresh scent.,4.0
Great parfum and I get many compliments for it!,5.0
Good deal,5.0
